GeneID	Length	Control-1	Control-2	Control-3	Cys247X.AS-1	Cys247X.AS-2	Cys247X.AS-3	Cys247X-1	Cys247X-2	Cys247X-3
ENSG00000264345	1731	1	2	3	0	7	1	7	0	0
ENSG00000229248	771	0	0	0	0	0	0	0	0	0
ENSG00000265552	663	0	0	0	0	0	0	0	0	0
ENSG00000198795	6225	3359	958	1584	1127	1709	1570	2099	1595	1612
ENSG00000285595	2037	0	0	0	0	0	0	0	0	0
ENSG00000279439	1862	1	0	0	0	0	0	0	0	0
ENSG00000264434	468	0	0	0	0	0	0	0	0	0
ENSG00000242216	299	0	0	0	0	0	1	0	0	0
ENSG00000264193	253	0	0	0	0	0	0	0	0	0
ENSG00000141380	6144	8790	3349	3922	2528	2765	3540	3765	4607	4738
ENSG00000243925	388	0	0	0	0	0	0	0	0	0
ENSG00000154611	1894	0	0	0	1	0	0	0	0	0
ENSG00000188985	559	260	100	117	55	62	49	95	91	161
ENSG00000266227	867	0	0	0	0	0	0	0	0	0
ENSG00000141384	5395	506	185	195	100	163	157	324	209	353
ENSG00000263829	658	9	1	4	2	3	1	4	2	3
ENSG00000266237	839	0	0	0	0	0	0	0	1	0
ENSG00000264911	658	0	0	0	0	0	0	0	0	0
ENSG00000207160	106	0	0	0	0	0	0	0	0	0
ENSG00000263862	1721	1	0	0	1	0	0	0	1	0
ENSG00000134504	8845	2518	732	828	645	529	758	778	736	898
ENSG00000277534	2821	775	239	367	203	236	202	156	226	265
ENSG00000275805	1678	9	2	7	1	0	1	2	3	0
ENSG00000276221	69	0	0	0	0	0	0	0	0	0
ENSG00000263846	931	10	5	7	3	3	2	2	0	3
ENSG00000260372	11044	5	3	1	1	3	3	5	7	6
ENSG00000263677	2694	17	8	8	4	3	11	7	12	11
ENSG00000265369	2598	0	0	0	0	0	0	0	0	0
ENSG00000275900	214	0	0	0	0	0	0	0	0	0
ENSG00000263382	1474	0	0	0	0	0	0	0	0	0
ENSG00000266184	913	0	1	0	0	0	0	0	0	0
ENSG00000171885	5943	39	14	31	18	34	55	72	97	48
ENSG00000154080	11512	72	21	61	49	40	41	170	94	80
ENSG00000266549	358	0	0	0	0	0	0	0	0	0
ENSG00000265374	555	0	0	0	0	0	0	0	0	0
ENSG00000264151	3244	0	0	0	0	0	0	0	0	1
ENSG00000264790	922	0	0	0	0	0	0	0	0	0
ENSG00000244329	359	0	0	0	0	0	0	0	0	0
ENSG00000263611	1106	1	0	0	0	0	0	0	0	0
ENSG00000265097	1214	0	0	0	0	0	0	0	0	0
ENSG00000263405	1144	0	0	0	0	0	0	0	0	0
ENSG00000286465	748	0	0	0	0	0	0	0	0	0
ENSG00000286426	812	1	0	0	0	0	0	0	0	0
ENSG00000170558	4634	71408	18948	26370	21097	19960	17433	21167	17842	18649
ENSG00000227279	440	13	2	2	7	5	5	20	16	14
ENSG00000274578	471	20	4	11	4	6	8	4	11	7
ENSG00000265994	965	0	0	0	0	0	0	0	0	0
ENSG00000266296	1477	6	1	0	2	5	3	0	2	0
ENSG00000271238	175	0	0	0	0	0	0	0	0	0
ENSG00000251719	100	0	0	0	0	0	0	0	0	0
ENSG00000266479	244	0	0	0	0	0	0	0	0	0
ENSG00000265980	471	0	0	0	0	0	0	0	0	0
ENSG00000264587	986	0	0	0	0	0	0	0	0	0
ENSG00000287803	1337	0	0	0	0	0	0	0	0	0
ENSG00000286605	1974	0	0	0	0	0	0	0	0	0
ENSG00000283218	51	0	0	0	0	0	0	0	0	0
ENSG00000266196	572	0	0	1	0	0	0	0	0	0
ENSG00000279734	419	0	0	0	0	0	0	0	0	0
ENSG00000265670	387	0	0	0	0	0	0	0	0	0
ENSG00000251702	110	0	0	0	0	0	0	0	0	0
ENSG00000134762	7699	3206	1888	1834	1224	1501	1377	7029	2299	3437
ENSG00000134755	12501	13613	5296	5699	4289	5004	5004	13419	6143	10955
ENSG00000265888	1298	34	13	14	9	22	8	24	15	18
ENSG00000134765	4271	3391	1160	2094	1030	4083	1500	10376	4437	8589
ENSG00000263698	1039	12	4	4	3	11	3	7	7	7
ENSG00000134760	7398	19	2	10	13	12	3	14	6	9
ENSG00000266729	1149	0	0	1	1	1	0	1	0	0
ENSG00000207019	106	0	0	0	0	0	0	0	0	0
ENSG00000175065	4696	2	1	3	0	1	0	1	0	10
ENSG00000207240	114	0	0	0	0	0	0	0	0	0
ENSG00000134757	5579	7	6	12	1	2	1	0	0	0
ENSG00000266521	433	25	3	2	4	13	12	2	1	1
ENSG00000046604	6056	29828	8552	10926	9571	9538	7512	15704	12699	13851
ENSG00000264859	2448	2	2	3	1	0	6	1	8	4
ENSG00000118271	2395	160904	25362	38101	104205	33948	171539	4705	105516	15774
ENSG00000118276	5306	5142	1808	2150	1368	1524	2223	1236	4752	2066
ENSG00000259985	1169	516	147	186	177	168	238	95	431	150
ENSG00000200472	316	0	0	0	0	0	0	0	0	0
ENSG00000265158	2759	0	0	0	0	0	0	0	0	0
ENSG00000263772	355	0	0	0	0	0	1	0	0	0
ENSG00000141437	1319	0	0	1	0	0	0	0	0	0
ENSG00000153339	9215	8436	3285	3678	2602	2440	3396	3736	4960	5016
ENSG00000263924	348	0	0	0	0	0	0	0	0	0
ENSG00000276486	441	0	0	0	0	0	0	0	0	0
ENSG00000276282	666	3	1	7	2	3	1	1	0	10
ENSG00000222320	107	0	0	0	0	0	0	0	0	0
ENSG00000263823	1582	79	22	30	33	31	54	30	35	34
ENSG00000265273	1441	8	5	6	1	0	7	2	6	1
ENSG00000266105	586	0	0	0	0	0	0	0	0	0
ENSG00000280380	3189	0	0	0	0	0	0	0	0	0
ENSG00000101695	6061	331	87	139	105	44	45	258	188	158
ENSG00000263917	565	0	0	0	0	0	0	0	0	0
ENSG00000274275	325	0	0	0	0	0	0	0	0	0
ENSG00000214917	388	2	0	0	0	0	0	0	0	0
ENSG00000265008	473	34	4	7	8	7	7	7	6	7
ENSG00000134758	3776	5481	1622	2377	1336	1528	1790	2518	2352	2487
ENSG00000263393	553	1	0	0	0	0	0	0	0	0
ENSG00000141441	7966	588	250	367	184	194	355	642	657	568
ENSG00000199373	119	0	0	0	0	0	0	0	0	0
ENSG00000141434	2582	2	1	2	1	1	0	3	8	3
ENSG00000265279	941	0	0	0	0	0	0	0	0	0
ENSG00000263904	468	0	0	0	0	0	0	2	0	0
ENSG00000222395	100	0	0	0	1	0	0	1	0	0
ENSG00000264982	772	0	1	3	0	0	0	0	0	0
ENSG00000215492	963	829	257	664	80	65	93	214	165	276
ENSG00000285095	5901	2	1	3	0	1	0	0	0	0
ENSG00000260389	2972	3	1	1	0	0	1	1	0	0
ENSG00000287994	468	0	0	0	0	0	0	0	0	0
ENSG00000263688	264	0	0	0	0	0	0	0	0	0
ENSG00000197705	4951	249	18	85	155	171	142	91	31	75
ENSG00000228835	1661	7	0	4	6	2	5	1	0	6
ENSG00000243355	248	1	0	0	0	0	3	0	0	0
ENSG00000263765	1748	1	0	1	0	0	0	0	0	0
ENSG00000166960	4475	26	6	11	1	9	25	7	19	16
ENSG00000263450	558	0	0	0	0	3	0	0	0	0
ENSG00000267642	2492	0	1	1	0	0	0	0	0	1
ENSG00000141431	13636	1612	808	855	510	623	556	831	670	605
ENSG00000101746	5687	141	26	97	130	58	71	3	143	56
ENSG00000199204	102	0	0	0	0	0	0	0	0	0
ENSG00000280406	597	0	0	0	0	0	0	0	0	0
ENSG00000267746	507	0	1	2	0	0	0	0	0	0
ENSG00000278052	500	0	0	0	1	0	0	0	0	0
ENSG00000134769	12634	19442	8725	9605	6259	6978	9361	14108	9675	13958
ENSG00000267585	537	0	0	0	0	0	0	0	0	0
ENSG00000268873	577	37	14	22	12	28	22	32	33	36
ENSG00000278464	1660	0	0	1	0	0	0	2	0	0
ENSG00000166974	6136	5241	2252	2641	1881	1962	2919	2273	2741	3772
ENSG00000280096	234	0	0	0	0	0	0	0	0	0
ENSG00000274400	476	3	1	3	2	0	11	2	2	4
ENSG00000186812	8715	5499	2304	2873	1891	1911	2283	1908	2719	3084
ENSG00000186814	8271	4834	1878	2142	1256	1523	1955	1533	1806	2600
ENSG00000279989	473	4	4	2	0	2	2	3	5	7
ENSG00000274184	2021	5	12	4	2	2	5	2	2	16
ENSG00000268573	4382	429	96	121	114	181	97	157	141	102
ENSG00000257267	7450	6610	2630	3280	1840	2139	2992	2741	3640	3620
ENSG00000274918	453	9	6	5	4	3	12	2	11	17
ENSG00000172466	8242	22206	8055	10335	6322	6593	7993	7837	9106	10328
ENSG00000186496	6080	540	205	231	236	218	264	104	231	203
ENSG00000239683	672	0	0	0	0	0	0	0	0	0
ENSG00000275512	2533	9	0	3	1	7	2	2	9	15
ENSG00000267583	916	14	6	7	8	8	16	13	11	15
ENSG00000267140	455	9	2	4	3	1	0	0	1	3
ENSG00000153391	5085	3029	1148	1468	1125	1193	1555	1703	1396	1653
ENSG00000279074	237	27	11	16	2	10	8	10	21	17
ENSG00000141429	5126	40912	11560	16376	12669	14917	17265	15906	22523	19807
ENSG00000283514	70	1	0	1	0	0	0	0	0	0
ENSG00000266965	1699	0	0	1	0	1	0	0	0	0
ENSG00000267397	1609	110	44	43	50	31	76	51	71	65
ENSG00000267797	859	0	0	0	0	0	0	0	0	0
ENSG00000207797	109	3	1	0	6	3	5	1	1	4
ENSG00000265641	55	0	0	0	0	0	0	0	0	0
ENSG00000267627	731	2	0	1	0	0	1	1	1	0
ENSG00000278986	1766	45	8	19	3	11	7	25	23	31
ENSG00000141428	1616	2239	770	1035	621	783	1010	785	1010	924
ENSG00000141425	8442	14657	4671	5646	4308	3776	4489	5620	5671	6846
ENSG00000141424	3683	34908	10122	12761	9661	8584	10159	8612	10804	10846
ENSG00000134759	11060	14829	5191	6619	4201	3789	5428	4739	4733	6145
ENSG00000260552	609	30	2	6	10	12	8	15	11	14
ENSG00000075643	6303	227	56	72	24	66	47	96	53	73
ENSG00000274849	449	20	5	4	4	10	5	8	19	9
ENSG00000267404	1026	0	0	1	0	0	0	0	0	0
ENSG00000267456	385	0	0	0	0	0	0	0	0	0
ENSG00000134775	7965	12095	4900	5425	3934	3727	3131	6784	5117	7126
ENSG00000286890	1702	0	0	0	0	0	0	0	0	0
ENSG00000134779	10569	24775	7887	8522	7115	6925	10512	7151	11537	10692
ENSG00000150477	11137	1605	720	791	498	519	797	658	766	951
ENSG00000267039	688	0	0	0	0	0	0	0	0	1
ENSG00000267651	2124	10	7	4	4	7	6	8	7	5
ENSG00000101489	6329	194	179	139	112	65	148	114	103	162
ENSG00000267707	701	42	32	20	5	5	37	20	24	36
ENSG00000267202	810	0	0	0	0	0	0	0	0	0
ENSG00000279678	1039	0	0	0	0	0	0	0	0	0
ENSG00000279543	648	0	0	0	0	0	0	0	0	0
ENSG00000285940	6903	3	1	1	0	0	0	0	2	1
ENSG00000266530	81	0	0	0	0	0	0	0	0	0
ENSG00000243516	488	0	0	0	0	0	0	1	0	0
ENSG00000286716	990	0	1	0	1	2	0	5	1	0
ENSG00000268566	947	0	0	0	0	0	0	0	0	0
ENSG00000222704	298	0	0	0	0	0	0	0	0	0
ENSG00000253038	104	0	0	0	0	0	0	0	0	0
ENSG00000267374	11735	3	1	0	24	49	34	77	62	164
ENSG00000283458	609	0	0	0	0	0	0	0	1	0
ENSG00000175886	801	74	16	34	4	10	8	13	12	14
ENSG00000283615	53	0	0	0	0	0	0	0	0	0
ENSG00000286559	2805	2	1	0	0	0	0	0	0	0
ENSG00000283645	59	0	0	0	0	0	0	0	0	0
ENSG00000266148	59	0	0	0	0	0	0	0	0	0
ENSG00000212354	103	0	0	0	0	0	0	0	0	3
ENSG00000267413	1115	7	1	0	2	3	2	2	4	1
ENSG00000283503	12828	40	17	29	10	27	39	5	23	26
ENSG00000279034	3569	0	0	0	0	0	1	0	0	0
ENSG00000261715	1226	0	0	0	0	0	0	0	0	0
ENSG00000267664	509	0	0	0	0	0	0	0	0	0
ENSG00000286844	1281	0	0	0	0	0	0	0	0	0
ENSG00000286328	1257	1	0	0	0	1	0	2	0	1
ENSG00000267313	5180	1806	836	1032	697	534	1000	1088	704	1317
ENSG00000267652	234	0	0	0	0	0	0	0	0	0
ENSG00000225253	369	0	0	0	0	0	0	0	0	0
ENSG00000078142	15170	24695	8369	10452	7243	5267	5931	4434	6855	7745
ENSG00000276174	326	20	3	14	1	11	5	3	16	17
ENSG00000267088	441	31	9	18	7	12	10	5	9	7
ENSG00000287007	3623	0	0	0	0	0	0	0	0	0
ENSG00000267586	10962	12	13	14	4	3	6	6	1	11
ENSG00000253040	127	0	0	0	0	0	0	0	0	0
ENSG00000286976	4179	2	1	0	0	0	0	0	0	2
ENSG00000152214	2045	1	1	0	3	2	0	0	4	0
ENSG00000287209	2629	0	0	0	0	0	0	0	0	0
ENSG00000132872	4308	147	48	354	327	130	260	0	483	127
ENSG00000278933	664	0	0	0	0	0	0	0	0	0
ENSG00000267716	670	0	0	0	0	0	0	0	0	0
ENSG00000202060	119	0	0	0	0	0	0	0	0	0
ENSG00000285550	943	3	1	0	1	0	0	0	0	4
ENSG00000267337	4596	0	0	0	0	0	0	0	0	0
ENSG00000267573	1458	1	1	0	1	0	0	1	0	0
ENSG00000277899	709	0	0	0	0	0	0	0	0	0
ENSG00000267414	2065	53	4	22	12	38	17	23	19	13
ENSG00000152217	14024	1429	202	657	479	564	264	521	664	422
ENSG00000280365	741	0	1	0	0	0	0	0	0	1
ENSG00000265957	85	0	0	0	0	0	0	0	0	0
ENSG00000279319	3095	0	2	0	0	5	1	0	0	1
ENSG00000267101	3434	0	0	0	0	0	0	0	0	0
ENSG00000132874	5409	4	1	4	2	0	0	1	1	3
ENSG00000267097	1391	1	0	0	0	1	7	2	3	2
ENSG00000266988	2769	0	0	0	0	0	0	0	0	0
ENSG00000285790	735	7	1	0	2	2	0	0	0	5
ENSG00000267354	726	0	0	0	0	0	0	0	0	0
ENSG00000287943	176	6	0	0	1	2	2	1	0	4
ENSG00000267193	2771	19	9	10	7	6	9	4	14	17
ENSG00000266968	1785	1	1	1	1	0	0	0	4	0
ENSG00000141469	7182	31	7	8	9	13	18	0	27	20
ENSG00000267558	141	0	0	0	0	0	0	0	0	0
ENSG00000197046	3449	48	4	27	86	54	65	15	92	49
ENSG00000152223	13730	9615	4431	5026	2582	2419	2427	4281	4152	6947
ENSG00000152229	4120	968	434	442	237	199	268	445	572	554
ENSG00000222179	293	1	2	0	1	0	0	1	1	0
ENSG00000267293	1524	4	1	2	0	3	6	1	3	0
ENSG00000252034	96	6	2	1	1	1	1	3	6	1
ENSG00000152234	10908	93321	25964	33898	31757	29816	40748	23017	26541	27941
ENSG00000152240	2119	2665	941	1204	1037	1063	1376	1442	1148	1474
ENSG00000251939	107	0	0	0	0	0	0	0	0	0
ENSG00000152242	9577	4524	1438	1981	1516	1268	1501	1940	1783	2295
ENSG00000141622	11419	135	55	190	284	114	143	13	190	131
ENSG00000279829	1377	0	0	0	0	0	0	0	0	0
ENSG00000285993	1246	0	0	0	0	0	0	0	0	0
ENSG00000167210	9213	0	1	9	0	1	2	0	1	0
ENSG00000101638	15789	57	27	52	10	8	18	13	40	34
ENSG00000240983	249	0	0	0	0	0	0	0	0	0
ENSG00000270112	10683	2	0	2	0	0	0	0	0	0
ENSG00000274776	2599	48	35	21	5	8	5	19	17	34
ENSG00000078043	17535	6038	2484	2967	1649	1808	2301	2672	3584	3880
ENSG00000267587	621	0	0	0	0	0	1	0	1	1
ENSG00000279354	603	0	0	0	0	0	0	1	0	0
ENSG00000167216	4783	605	227	288	102	200	187	121	227	237
ENSG00000183791	1877	0	0	0	0	0	0	0	0	0
ENSG00000275553	1218	0	0	0	0	0	0	0	0	0
ENSG00000278674	1641	0	0	0	0	0	0	0	0	0
ENSG00000274744	1641	0	0	0	0	0	0	0	0	0
ENSG00000206181	3050	0	0	1	1	0	0	0	0	0
ENSG00000280212	478	0	0	0	0	0	1	2	0	0
ENSG00000266957	200	16	3	5	0	1	4	1	3	11
ENSG00000267724	2117	16	2	9	2	2	8	3	4	3
ENSG00000167220	4679	2205	766	977	500	599	1123	756	1048	947
ENSG00000267228	1786	0	0	0	0	0	0	0	2	0
ENSG00000267800	273	0	0	0	0	0	0	0	0	0
ENSG00000134049	4233	5883	1651	2255	1647	1684	2162	2812	2852	2677
ENSG00000215474	3941	0	0	3	0	1	0	0	0	0
ENSG00000201825	107	0	0	0	0	0	0	0	0	0
ENSG00000287673	938	0	0	0	0	0	0	0	0	0
ENSG00000267761	1397	0	0	0	0	0	0	0	0	0
ENSG00000266582	70	0	0	0	0	0	0	0	0	0
ENSG00000261307	545	0	0	0	0	0	0	0	0	0
ENSG00000279367	1935	0	0	0	0	0	0	0	0	0
ENSG00000267156	737	1	1	1	0	4	1	0	1	2
ENSG00000267187	571	0	0	0	0	0	0	0	0	0
ENSG00000175387	36426	16052	5725	6718	5839	5307	6940	7198	6203	7765
ENSG00000267541	225	2	1	1	4	5	5	0	2	3
ENSG00000279707	529	0	0	0	0	0	0	0	0	0
ENSG00000269365	282	0	0	0	0	0	0	0	0	0
ENSG00000279366	298	3	1	1	0	0	1	0	1	1
ENSG00000184828	7610	61	12	16	20	11	30	32	28	30
ENSG00000278891	2873	1	0	0	0	0	0	0	0	0
ENSG00000286583	2218	4	2	1	0	1	1	3	0	2
ENSG00000206944	107	0	0	0	0	0	0	0	0	0
ENSG00000280197	537	0	0	0	0	0	0	0	0	0
ENSG00000200872	114	0	0	1	1	0	2	0	2	2
ENSG00000277907	210	0	0	0	0	0	0	0	0	0
ENSG00000266984	668	0	0	0	0	0	1	0	0	0
ENSG00000134030	8115	9812	3192	3938	3643	3004	4006	4776	3059	4733
ENSG00000278983	3548	4	3	1	1	0	2	2	1	2
ENSG00000279629	796	0	0	0	0	0	0	0	0	0
ENSG00000266276	69	0	0	0	0	0	0	0	0	0
ENSG00000267762	465	0	0	0	0	0	0	0	0	0
ENSG00000279250	626	3	1	3	0	0	0	1	2	0
ENSG00000267764	877	1	1	1	0	1	0	2	2	1
ENSG00000101665	5033	2432	832	835	778	848	768	1044	728	1373
ENSG00000266905	352	7	2	5	1	0	0	0	2	0
ENSG00000280335	714	0	0	0	0	0	0	0	0	0
ENSG00000264269	659	0	0	0	0	0	0	0	0	0
ENSG00000141627	7256	13007	3741	4404	3831	3161	3756	4587	3443	4764
ENSG00000263849	82	0	0	0	0	0	0	0	0	0
ENSG00000265128	502	0	0	0	0	0	0	0	0	0
ENSG00000266696	472	0	0	0	0	0	0	0	0	0
ENSG00000263895	332	0	0	0	0	0	0	0	0	0
ENSG00000287518	546	0	0	0	0	0	0	0	0	0
ENSG00000264971	421	0	0	0	0	0	0	0	0	0
ENSG00000177576	5740	743	302	308	205	180	430	336	323	368
ENSG00000215472	1529	163	62	80	28	50	80	58	47	84
ENSG00000263916	483	11	11	9	1	9	8	11	29	14
ENSG00000265496	582	0	1	0	2	5	2	0	1	0
ENSG00000284239	50	0	0	0	0	0	0	0	0	0
ENSG00000265681	2466	6970	2164	2784	2197	2175	2984	2278	2399	2852
ENSG00000202093	64	0	0	0	0	0	0	0	0	0
ENSG00000206602	65	0	0	0	0	0	0	0	0	0
ENSG00000271982	66	0	0	0	0	0	0	0	0	0
ENSG00000265182	1750	0	0	0	0	0	0	1	0	0
ENSG00000264464	2190	0	0	0	0	0	0	0	0	0
ENSG00000101670	13089	57401	15683	15921	8862	5211	10676	4170	18673	17037
ENSG00000267444	811	1	0	0	0	0	1	0	0	0
ENSG00000267674	340	0	0	0	0	0	0	0	0	0
ENSG00000167315	4920	15142	4238	5084	4020	4707	7242	4266	5197	5417
ENSG00000266997	936	0	0	0	0	0	0	0	0	0
ENSG00000267322	2593	49	41	27	13	19	87	36	42	43
ENSG00000251992	144	0	0	0	0	0	0	0	0	0
ENSG00000252139	83	0	0	0	0	0	0	0	0	0
ENSG00000167306	10566	9067	2368	3456	2885	1849	1873	5446	3615	5848
ENSG00000201668	112	0	0	0	0	0	0	0	0	0
ENSG00000200527	124	0	0	0	0	0	0	0	0	0
ENSG00000267196	375	0	0	2	0	0	0	1	0	0
ENSG00000267511	646	0	0	0	0	0	0	0	0	0
ENSG00000267591	421	0	0	0	0	0	0	0	0	0
ENSG00000283343	65	0	0	2	0	0	0	0	0	0
ENSG00000240663	281	0	0	0	0	0	0	0	0	0
ENSG00000172361	1824	304	135	117	137	190	211	140	330	301
ENSG00000277310	426	24	13	9	6	6	27	4	8	12
ENSG00000141644	6734	8079	3042	3649	2849	2563	4212	2750	3642	4203
ENSG00000154832	4319	4210	1837	2151	1539	1692	3033	1614	2340	2999
ENSG00000267695	438	0	0	0	0	0	0	0	0	0
ENSG00000274930	605	0	0	0	0	0	0	0	0	0
ENSG00000251997	119	0	0	0	0	0	0	0	0	0
ENSG00000154839	2900	251	107	157	156	99	65	140	96	472
ENSG00000239780	909	0	0	0	0	0	0	0	0	0
ENSG00000141639	7594	2958	647	949	1428	895	1400	346	1827	736
ENSG00000287381	1778	0	0	0	0	0	2	0	0	0
ENSG00000267713	398	0	0	0	0	0	0	0	0	0
ENSG00000134042	5525	487	147	185	68	136	156	612	413	489
ENSG00000267233	1016	0	0	0	0	0	0	0	1	0
ENSG00000239689	544	8	3	2	1	3	0	0	2	0
ENSG00000082212	15897	8289	2689	3251	2185	2071	2870	2777	4461	5009
ENSG00000200752	113	0	0	0	0	0	0	0	0	0
ENSG00000141642	3970	1486	455	679	441	579	727	406	595	532
ENSG00000267699	1305	19	1	8	9	7	5	4	10	10
ENSG00000141646	13123	10428	4080	4678	3315	3541	4792	4547	4744	5484
ENSG00000267717	764	1	1	1	1	1	0	1	0	4
ENSG00000176624	7842	11630	5246	6042	4844	5824	5531	10380	4833	8360
ENSG00000207154	164	1	0	0	0	0	0	0	0	0
ENSG00000227115	18357	30	14	11	6	35	20	83	31	94
ENSG00000266201	235	0	0	0	0	0	0	0	0	0
ENSG00000266003	1347	0	0	0	0	0	0	1	0	0
ENSG00000265402	472	0	0	0	0	0	0	0	0	0
ENSG00000265712	685	0	0	0	0	0	0	0	0	0
ENSG00000215457	622	0	1	0	0	0	0	0	0	0
ENSG00000286283	498	0	0	0	0	0	0	0	0	0
ENSG00000285695	2178	0	0	0	0	0	0	0	0	0
ENSG00000266335	714	0	1	1	0	0	2	0	1	1
ENSG00000187323	13135	362	119	735	537	167	106	182	320	429
ENSG00000280098	216	0	0	0	0	0	0	0	0	0
ENSG00000273762	456	0	0	0	0	0	0	0	0	0
ENSG00000263872	90	0	0	0	0	0	0	0	0	0
ENSG00000260433	2095	2	1	0	2	3	1	0	2	7
ENSG00000263438	3758	0	0	0	0	0	0	0	0	0
ENSG00000242945	472	0	0	0	0	0	0	0	0	0
ENSG00000264296	445	0	0	0	0	0	0	0	0	0
ENSG00000134046	5686	4061	1303	1523	1192	1073	1949	1703	2212	2135
ENSG00000207233	129	0	0	0	0	0	0	0	3	1
ENSG00000277324	1683	45	2	5	4	7	5	5	10	9
ENSG00000101751	9471	4778	1954	2432	1139	1533	1919	1605	2071	3263
ENSG00000174448	1862	6	0	2	1	6	2	1	6	4
ENSG00000166845	6175	466	248	271	165	191	203	224	350	813
ENSG00000264350	226	708	200	245	139	151	240	209	221	216
ENSG00000283613	1157	0	0	0	0	0	0	0	0	0
ENSG00000264564	130	0	0	0	0	0	0	0	0	0
ENSG00000267428	404	0	0	0	0	0	0	0	0	0
ENSG00000288484	79	0	0	0	0	0	0	0	0	0
ENSG00000178690	2137	0	0	0	0	0	0	0	0	0
ENSG00000041353	7154	340	176	213	270	188	713	135	440	326
ENSG00000267524	832	0	0	0	0	0	0	0	0	0
ENSG00000267311	1100	0	0	0	0	0	0	3	1	0
ENSG00000267112	567	0	0	0	0	0	0	0	0	0
ENSG00000166510	5133	825	433	427	652	595	3608	110	1950	349
ENSG00000267647	330	0	0	0	0	0	0	0	0	0
ENSG00000267013	3254	1	0	0	2	3	7	3	5	3
ENSG00000252437	100	0	0	0	0	0	0	0	0	0
ENSG00000196628	28119	5024	2078	3235	2324	3245	3867	3577	3103	4389
ENSG00000267028	396	0	0	0	0	0	0	0	0	0
ENSG00000264571	78	0	0	0	0	0	0	0	0	0
ENSG00000267402	445	0	0	0	0	0	0	0	0	0
ENSG00000267284	2654	12	20	18	10	23	10	18	25	69
ENSG00000242320	478	0	0	0	0	0	0	0	0	0
ENSG00000267325	4434	6	1	7	6	8	3	8	1	9
ENSG00000267172	2593	1	2	1	0	1	4	0	0	4
ENSG00000287944	1635	1	3	9	3	1	5	2	2	17
ENSG00000260930	5488	14	18	16	5	27	9	16	21	38
ENSG00000267327	3518	423	509	275	151	461	160	821	773	1352
ENSG00000206129	3193	1	0	1	0	0	0	0	1	3
ENSG00000287248	2198	145	181	117	80	179	114	220	260	394
ENSG00000267057	3688	27	32	14	12	21	11	19	30	63
ENSG00000267399	552	0	0	0	0	0	0	0	0	0
ENSG00000201816	201	0	0	0	0	0	0	0	0	0
ENSG00000267712	4874	0	0	0	0	0	0	0	0	0
ENSG00000267732	1568	3	3	5	0	1	0	0	3	8
ENSG00000091164	11297	9561	3339	4068	2577	2833	4310	3998	4712	5330
ENSG00000091157	15694	4546	1817	2160	1737	1409	1664	1450	2089	2652
ENSG00000206865	101	0	0	0	0	0	0	0	0	0
ENSG00000267146	581	0	0	0	0	0	0	0	0	0
ENSG00000212539	200	0	0	1	0	0	0	0	0	0
ENSG00000267225	565	1	2	0	0	1	0	0	0	0
ENSG00000286777	785	2	0	0	0	0	1	0	2	0
ENSG00000258609	3891	0	0	0	0	0	0	1	0	0
ENSG00000267789	522	0	0	0	0	0	0	0	0	0
ENSG00000228075	3324	0	0	0	0	0	1	0	0	0
ENSG00000267726	478	0	0	0	0	0	0	0	0	0
ENSG00000202240	107	0	0	0	0	0	0	0	0	0
ENSG00000177511	10324	95	8	158	73	23	12	0	29	25
ENSG00000277837	4980	0	0	0	0	0	0	0	0	0
ENSG00000119547	16546	67	29	58	46	60	47	5	90	48
ENSG00000066926	8772	7338	1817	2612	2429	1977	2427	2726	2935	2641
ENSG00000278703	481	11	1	1	0	2	1	1	1	0
ENSG00000134440	4089	24738	8807	10700	7950	7180	10003	7621	11470	13034
ENSG00000267040	2397	144	51	77	39	48	53	98	52	117
ENSG00000267787	5451	232	98	90	73	87	97	124	103	155
ENSG00000081923	7028	1400	503	555	314	203	143	298	380	690
ENSG00000202159	107	1	0	1	0	0	0	0	0	0
ENSG00000231544	491	10	2	7	4	3	16	9	6	9
ENSG00000267209	405	0	0	0	0	0	0	0	0	0
ENSG00000235028	268	0	0	0	0	1	0	0	0	0
ENSG00000049759	17596	58475	28657	23639	20610	14852	27303	15737	28486	33719
ENSG00000267743	568	0	0	0	0	0	0	0	0	0
ENSG00000267504	1101	27	12	12	2	15	7	4	13	13
ENSG00000267396	768	2	5	0	0	0	0	0	0	1
ENSG00000267675	646	0	0	0	0	0	0	0	0	0
ENSG00000267391	5008	0	1	0	0	0	0	0	0	0
ENSG00000284440	85	0	0	0	0	0	0	0	0	0
ENSG00000207778	73	0	0	0	0	0	0	0	0	0
ENSG00000276403	1294	0	0	0	0	0	0	0	0	0
ENSG00000198796	9565	1266	568	542	158	208	93	487	313	296
ENSG00000274354	713	2	0	0	0	0	0	4	0	2
ENSG00000267257	2553	0	1	2	1	0	0	0	0	0
ENSG00000267579	335	0	0	0	0	0	0	0	0	0
ENSG00000252284	68	0	0	0	0	0	0	0	0	0
ENSG00000239659	578	0	0	0	0	0	0	0	0	0
ENSG00000275418	249	0	0	0	0	0	0	0	0	0
ENSG00000267226	1209	101	27	22	19	21	16	35	29	32
ENSG00000172175	11448	7521	2756	3252	1692	1728	1828	6159	3215	5009
ENSG00000267476	670	0	0	0	0	0	0	1	0	0
ENSG00000266946	1337	1	2	1	1	1	1	1	2	0
